gene_id	CC7_tx	CC7_prot	H2_tx	H2_prot	RS_tx	RS_prot	SSB01_tx	SSB01_prot
AIPGENE9524	0.21215		0.63351		0.28173		0.25916	
AIPGENE9525	0.13351		-0.17894		-0.20607		-0.10412	
AIPGENE9526	0.66167		0.72851		0.6268		0.35878	
AIPGENE9527	0.20528		0.055		-0.08978		0.1029	
AIPGENE9528	0.34461		0.68682		-0.11155		0.17125	
AIPGENE9529	0.4389		-0.90714		1.76528		-1.32834	
AIPGENE9530	-0.28891		0.14694		-0.04745		0.00191	
AIPGENE9531	-0.21652	0.07348	-0.10822	-0.04997	0.05081	-0.05609	-0.13498	-0.01788
AIPGENE9532					0.73347		-1.92502	
AIPGENE9533	0.22884		-0.51082		0.6703		0.54204	
AIPGENE9534					-0.00032			
AIPGENE9535			-0.63194					
AIPGENE9536	0.23209		0.14541		0.13147		0.14459	
AIPGENE9538	0.16928		0.23438		-0.05237		0.19857	
AIPGENE9539	-0.548		-0.25788		-0.69636		-0.12811	
AIPGENE9540	-0.90407		-0.22485		-0.52692		-1.05246	
AIPGENE9541	0.72025		0.36296		0.12011		-0.44567	
AIPGENE9542	-0.52259		-0.09741		-0.81991		-0.02501	
AIPGENE9543	-0.1094	0.1019	-0.0051	0.08664	-0.07598	-0.01905	-0.19294	0.06615
AIPGENE9544	0.35148		0.1136		0.16735		0.07747	
AIPGENE9545	1.33992							
AIPGENE9547	-0.44337		-0.02989		-1.12166		-0.29704	
AIPGENE9548			-0.24318		1.33143		-0.50273	
AIPGENE9550	0.2257		0.1311		-0.00661		0.32116	
AIPGENE9552	0.17282		0.03029		-0.05003		-0.15545	
AIPGENE9553	0.02519		-0.00286		-0.04695		0.00179	
AIPGENE9554	-0.26308	0.11441	-0.17017	-0.01311	-0.49436	-0.08839	-0.24537	-0.0037
AIPGENE9555	-0.43089		-0.04886		0.11101		-0.03029	
AIPGENE9556	0.30375		0.11885		0.01026		0.5247	
AIPGENE9557	0.06573		-0.00557		-0.42538		-0.00765	
AIPGENE9559	-0.21069	0.03534	-0.23756	0.02467	-0.0399	0.11313	-0.02369	-0.02509
AIPGENE9560	0.16239		-0.22816				-1.31461	
AIPGENE9561	0.16731		-0.42286				0.65214	
AIPGENE9564	0.10189		0.27756		0.28721		0.30851	
AIPGENE9565					0.84348			
AIPGENE9566	0.85655		-0.13984		-0.08881		-0.57955	
AIPGENE9567	-0.1749		-0.45909		-0.08703		0.56866	
AIPGENE9568			0.78526					
AIPGENE9569			-0.51564		1.06342			
AIPGENE9570	0.43612		-0.17958		-0.08237		-0.05865	
AIPGENE9571	0.15107		0.31456		0.7141		0.18974	
AIPGENE9572	0.21805		0.0532		-0.08985		0.07774	
AIPGENE9574	-0.47358		-0.08327		-0.15733		0.08352	
AIPGENE9575			-0.13308		0.19386		-0.0452	
AIPGENE9576			-0.14271		0.4688			
AIPGENE9577	0.45019		-0.34763		0.80481		0.55507	
AIPGENE9578	-0.22591		0.34098		0.15656		-0.42776	
AIPGENE9579			-0.95532				-0.70174	
AIPGENE9580	0.21056		0.12195		0.21618		-0.64872	
AIPGENE9581	-0.04982	0.16839	-0.00752	-0.06104	0.0478		-0.09337	-0.1995
AIPGENE9582	-0.58041		0.27778		-0.19146		-0.73008	
AIPGENE9583	-0.18327		-0.34299		-0.01444		-0.09958	
AIPGENE9584	0.08372		0.0217		0.07756		0.11617	
AIPGENE9585	0.31531		-0.10588		0.12174		-0.29265	
AIPGENE9586					0.02442			
AIPGENE9588	0.17616		0.36914				0.44849	
AIPGENE9589	-0.04602		0.00785		0.14688		0.05115	
AIPGENE9590	0.24437		0.07558		0.2099		0.38118	
AIPGENE9592	0.10859						-0.00421	
AIPGENE9593	-0.2228				1.45407		1.17164	
AIPGENE9594	0.11441		0.12281		0.24158		-0.00861	
AIPGENE9595	0.27263		0.05652		0.43501		-0.2835	
AIPGENE9596	0.21263						0.00574	
AIPGENE9597	0.15		-0.09487				-0.20729	
AIPGENE9598	-0.33295		-0.72059		0.34657		-0.05184	
AIPGENE9599	-0.35748		-0.09279		-0.01789		-0.23933	
AIPGENE9600	0.04221				-0.39772		-0.10933	
AIPGENE9601	0.00815		0.5234		0.35072		-0.02915	
AIPGENE9602	-0.01611		-0.41276		0.01354		-0.09549	
AIPGENE9603	-0.17752		-0.39297		0.27126		-0.14182	
AIPGENE9604	0.22087		-0.13337		-0.11398		-0.2115	
AIPGENE9605	-0.48244		-0.16678		-0.39714		-0.15123	
AIPGENE9607	-0.01948		-0.12342		-0.18398		0.08038	
AIPGENE9608	-0.08917		-0.20394		0.04077		-0.12403	
AIPGENE9609	0.10612		-0.01504		0.27697		0.21193	
AIPGENE9610	-0.07232		-0.36984		-0.52468		0.21848	
AIPGENE9611	-0.34381		0.40203		-0.373		-0.06024	
AIPGENE9613	-0.1173		-0.07406		-0.29166		-0.04072	
AIPGENE9614	-0.21811		-0.14692		-0.71759		0.02698	
AIPGENE9616	-0.29637		-0.0811		-0.06046		-0.03295	
AIPGENE9617	-0.33422		-0.17473		-0.12905		-0.13082	
AIPGENE9618	-0.19325		-0.08636		0.13109		0.14239	
AIPGENE9619	-0.50067		-0.19475		-0.30237		-0.24332	
AIPGENE9620	0.34784		0.20764		0.14569		0.23342	
AIPGENE9621	0.36168		-0.04488		0.45421		0.10294	
AIPGENE9622	-0.21747		-0.20836		-0.25064		-0.11732	
AIPGENE9623	-0.13728	0.02979	-0.15634	-0.11748	0.04		-0.07721	-0.3067
AIPGENE9624	-0.01937		0.16716		-0.4208		0.277	
AIPGENE9625	-0.15369		-0.02813				-0.2841	
AIPGENE9626	-0.3097		-0.05692		-0.13571		0.23897	
AIPGENE9627	-0.24688		0.0199		-0.40762		-0.41968	
AIPGENE9628	0.06413		-0.01188		0.43142		-0.03521	
AIPGENE9629	0.00401		0.11402		0.39261		0.68903	
AIPGENE9630	-0.02306		-0.20578		-0.44449		-0.04651	
AIPGENE9631	-0.28302		-0.0152		-0.03282		-0.14046	
AIPGENE9632	-0.04879		0.10515		-0.11607		-0.03597	
AIPGENE9633	0.39151		0.22626		-0.07079		0.21456	
AIPGENE9634	0.01949	0.00479	-0.00703	-0.00956	-0.17681		-0.05704	0.12322
AIPGENE9635	-0.42867		-0.37381		-0.32665		-0.56448	
AIPGENE9636	0.17871		0.06748		0.15537		0.1169	
AIPGENE9637							0.12119	
AIPGENE9638	0.18103		0.54484		0.07871		0.59962	
AIPGENE9639	-0.23436		-0.12293		-0.156		-0.22905	
AIPGENE9640	-0.00646		0.06241		-0.01134		-0.11621	
AIPGENE9641	-0.03307		0.02069		0.22851	0.19224	0.11325	0.00798
AIPGENE9643	-0.35311	0.08945	-0.12181	-0.04854	-0.26608	-0.08871	-0.03509	-0.06641
AIPGENE9644	-0.57254						-0.3739	
AIPGENE9645	0.18647		0.19988		0.29354		0.04714	
AIPGENE9646	-0.56225		-0.27927		-0.46349		-0.47676	
AIPGENE9647	-0.43755		0.1003				0.83415	
AIPGENE9648	0.01366		-0.09358		-0.30113		-0.05225	
AIPGENE9649	0.13758		0.0484		0.00088		-0.08932	
AIPGENE9650	-0.68504		0.07814		-0.71628		-0.17197	
AIPGENE9653	-0.38986		-0.33565		-0.31785		-0.83677	
AIPGENE9654	-0.20215	0.06324	0.02659	0.0611	-0.07232	0.07971	-0.49193	0.05699
AIPGENE9655	0.25953		-0.15998		0.07916		-0.15458	
AIPGENE9656	-0.38193		-0.17057		0.01337		-0.19595	
AIPGENE9657	-0.31963		0.24914		-0.13553		0.14886	
AIPGENE9658	-0.01888		0.52931		-0.16376		1.01343	
AIPGENE9659	-0.31714		0.09061		0.10298		0.12856	
AIPGENE9660	0.84225		0.76164		0.4044		-0.10965	
AIPGENE9661	-0.45178		0.10066		-0.11464		-0.22738	
AIPGENE9662	0.12593		0.07191		0.10417		-0.01794	
AIPGENE9663	-1.05163	0.00356	-0.25526	0.18262	-0.35495	0.01556	-0.60237	0.00209
AIPGENE9665	0.16674	-0.05064	0.1962	0.07081	0.33508	0.03626	0.11851	-0.11716
AIPGENE9666	0.28198		-0.06871		0.09313		-0.0666	
AIPGENE9668	-1.04378		0.06046		-0.13018		-0.46731	
AIPGENE9669	-0.20283		-0.01706		-0.00157		-0.20981	
AIPGENE9670	0.13497		0.32275		-0.25036		0.22483	
AIPGENE9671	-0.24265		-0.08278		0.08773		-0.18051	
AIPGENE9673	-0.12524		0.09359		-0.00532		-0.55492	
AIPGENE9674	-0.27776		0.4261		-0.12366		-0.40741	
AIPGENE9675			-0.73927				-0.3508	
AIPGENE9676	0.12305		-0.03595		-0.12727		0.21749	
AIPGENE9677	0.11974		0.07986		-0.04801		0.10184	
AIPGENE9678	-0.81212	-0.06123	0.0622	0.18093	-0.25888	-0.02513	-0.31248	0.11722
AIPGENE9679	-0.06927		0.00016		-0.69679		0.0012	
AIPGENE9680	0.31467		-0.10382		-0.16211		-0.12093	
AIPGENE9681	0.38064		-0.10003		-0.11803		-0.23909	
AIPGENE9682	-0.53793		-0.32029		-0.29297		0.13463	
AIPGENE9683	-0.32459		0.07452		0.40409		-0.15514	
AIPGENE9684	-0.85462				-0.26181		-0.40236	
AIPGENE9685	-0.13614		-0.47515		0.09416		-0.0097	
AIPGENE9686	0.92236		-0.73202		0.57314		1.00733	
AIPGENE9687	-0.19593	-0.08227	-0.0899	-0.04125	-0.03008		0.05093	0.02634
AIPGENE9688	-0.23675		-0.01919		-0.05344		0.09899	
AIPGENE9689	0.01242		0.12376		-0.22753		-0.1997	
AIPGENE9690	-0.04707		0.15987		-0.06165		-0.02158	
AIPGENE9691	-0.00634	-0.09031	0.25899	-0.02253	0.11805	-0.18155	0.10708	-0.28193
AIPGENE9692			1.12326		0.23348			
AIPGENE9693	0.40044		-0.16256		0.01053		-0.12665	
AIPGENE9694	-0.48244		0.02175		0.1428		0.14578	
AIPGENE9695	-0.13763	-0.06759	-0.10255		0.03385		0.06093	0.00769
AIPGENE9696	-0.209		-0.07701		-0.05086		-0.05341	
AIPGENE9697	0.36833	0.12519	0.30451	-0.01384	0.11188		0.18735	
AIPGENE9699	-0.04786		-0.49916		0.51503		0.42501	
AIPGENE9700	0.04423		0.05437		-0.73356		-0.12684	
AIPGENE9701	0.06303		0.14707		-0.11662		0.02704	
AIPGENE9702	0.26012		0.29021		-0.13353		0.33156	
AIPGENE9703	0.75235		-0.0345		-0.65591		-0.21996	
AIPGENE9704	-1.09504	0.09131	-0.82455	0.06679		-0.06971	-1.00451	-0.19615
AIPGENE9705	0.29425		0.04801		0.19025		0.14658	
AIPGENE9706	0.77759		0.08985		0.13445		0.05429	
AIPGENE9707	-0.96604	0.14469	-0.24027	0.17091	-0.47181	0.08824	-0.78053	0.01553
AIPGENE9708	-0.42769		-0.0724		0.10561		-0.1791	
AIPGENE9709	0.10947		0.14107		-0.20758		-0.23443	
AIPGENE9710	0.37339		0.30532		0.32345		0.39019	
AIPGENE9711	0.28126		0.03279		0.0765		0.28034	
AIPGENE9712	-0.1242		-0.04278		-0.10351		-0.04175	
AIPGENE9713	0.07444		0.1204		0.03504		0.1522	
AIPGENE9714	-0.09393		-0.23306		-0.44868		-0.05715	
AIPGENE9716	-0.34981		-0.18102		-0.17595		-0.10976	
AIPGENE9717	-0.03849		0.09848		-0.00987		-0.09955	
AIPGENE9718	0.00869		0.09207		-0.03191		0.08553	
AIPGENE9719	-0.03419		-0.0648		-0.62065		-0.32676	
AIPGENE9721	-0.11123		-0.08985		0.07445		-0.15783	
AIPGENE9723							0.83882	
AIPGENE9724	-0.0964		0.16332		0.04872		0.13232	
AIPGENE9725	0.16364		-0.2686		0.38638		0.37359	
AIPGENE9726	1.8504		1.16455		1.51499			
AIPGENE9727	0.41619		-0.03847		-0.04618		0.11831	
AIPGENE9728	-0.359		-0.0904		-0.48478		-0.24132	
AIPGENE9729	-0.06844		0.14653		-0.10047		-0.02796	
AIPGENE9730	0.41081		0.41363		-0.02066		-0.02122	
AIPGENE9731	-0.01096	-0.07725	0.00949	-0.16245	-0.20345		-0.09991	0.09068
AIPGENE9732	-0.08815	-0.09421	-0.12945	0.12581	-0.05274	0.06567	-0.1799	-0.14333
AIPGENE9733	-0.1538	-0.05016	-0.02813	0.10989	-0.30047	-0.23799	-0.13892	0.00079
AIPGENE9734	0.24915	-0.01674	0.1775	0.0365	0.10868		0.26342	-0.00283
AIPGENE9735	-0.23825		-0.11144		-0.08672		-0.05615	
AIPGENE9736	-0.24123		-0.21849		-0.48792		0.04259	
AIPGENE9737	-0.12061		0.07123		-0.11586		-0.40771	
AIPGENE9738	-0.01113		0.0213		-0.31521		-0.0984	
AIPGENE9739	0.68485		0.138		0.28256		-0.09242	
AIPGENE9740	0.08215		-0.01308		0.42826		0.11104	
AIPGENE9741	-0.33493		-0.31425		-0.35621		-0.0984	
AIPGENE9742	0.2263		0.32894		0.14048		0.17808	
AIPGENE9743	-0.02298	0.10183	-0.10412	-0.03297	-0.27833	0.10936	-0.14989	0.09013
AIPGENE9744	-0.09258		0.5079		0.46179		0.3018	
AIPGENE9745	-0.0923	0.24613	-0.07504		-0.00199	0.04025	-0.0517	-9e-05
AIPGENE9746	-0.32832		0.01803		-0.05282		-0.14761	
AIPGENE9747	0.16384	0.11446	-0.18487		-0.00843		-0.03147	-0.17949
AIPGENE9748	0.41679		0.00849		0.34462		1.26241	
AIPGENE9749	0.4191	-0.01916	0.27046	0.04577	0.15569	-0.00815	0.37804	0.0259
AIPGENE9750	-0.22579		-0.16197		0.11257		0.09677	
AIPGENE9751	-0.17977		0.06459		-0.04049		0.01758	
AIPGENE9752	0.19615		0.11661		-0.12203		0.08105	
AIPGENE9753	-0.17935		0.22175		0.13002		0.41952	
AIPGENE9754	0.60827		0.11141		0.19743		0.27413	
AIPGENE9755	-0.00523		-0.05785		-0.27437		0.005	
AIPGENE9756	-0.71832		0.20035		-0.19814		-1.35142	
AIPGENE9757	0.36447		0.1038		0.07997		0.20912	
AIPGENE9758							0.38842	
AIPGENE9759	0.0914		0.07606		0.01707		-0.00489	
AIPGENE9760	0.57194		0.13842		0.15269		0.67408	
AIPGENE9761	0.3254		0.05249		0.01921		0.0818	
AIPGENE9762	-0.31345		0.28394		-0.05558		0.27317	
AIPGENE9764	-0.04176		-0.16815		-0.15062		-0.54603	
AIPGENE9765	-0.28108		-0.15972		-0.07642		-0.03342	
AIPGENE9766	0.26007		0.23558		0.25109		0.08934	
AIPGENE9767	0.07672	-0.03803	-0.08737	0.0162	-0.11633	0.00532	0.07143	0.05779
AIPGENE9768	-0.93041		0.2064		-0.21503		-0.36442	
AIPGENE9769	-0.13431		-0.15929		-0.12525		0.03724	
AIPGENE9770	0.41574		-0.28359		0.49332		-0.26542	
AIPGENE9771	-0.00458		-0.449		-0.38251	-0.32948	-0.21162	-0.0036
AIPGENE9772	-0.11065		0.04719		-0.03694		0.4145	
AIPGENE9773	0.04874		0.06099		0.03187		0.02275	
AIPGENE9774	-0.90581		0.09653		0.04294		-0.29838	
AIPGENE9775	-0.78082	-0.14612	0.06407	-0.17803	-0.19843		-0.46733	0.03027
AIPGENE9776	1.23702		1.34741		1.25105		1.12561	
AIPGENE9777	0.06061		0.08724		0.17838		0.0078	
AIPGENE9778	0.57439		-0.04124				0.46608	
AIPGENE9779	-0.71963		-0.01185		-0.04205		-0.46369	
AIPGENE9780	0.29374		0.1728		-0.07255		0.27759	
AIPGENE9782	-0.54026		-0.20482		-0.31316		-0.39601	
AIPGENE9783	0.09104		0.09691		0.00922		0.11752	
AIPGENE9784	0.42747		-0.21628		-0.05551		0.06257	
AIPGENE9785	-0.27069		0.28708		0.07582		0.04678	
AIPGENE9786	-0.449	0.01722	-0.46177	-0.03772	-0.43835		-0.61402	-0.08859
AIPGENE9787	0.0717	-0.03033	0.05526	-0.20583	-0.408	-0.04145	-0.34066	-0.15359
AIPGENE9788	0.04058		0.16851		-0.13196		0.13668	
AIPGENE9789	0.01259		0.02083		0.14327		-0.07515	
AIPGENE9791	0.12374		0.04254		0.09139		0.3698	
AIPGENE9792	-0.43541	-0.05407	-0.10044	0.07744	-0.29863	-0.00953	0.06124	-0.04492
AIPGENE9793	0.13666		0.16565		0.1587		0.19175	
AIPGENE9794	0.32415	-0.00796	0.12253	-0.0759	0.17255	-0.0369	0.19114	0.0082
AIPGENE9795	0.22367	0.0149	0.00073	-0.10414	-0.04264	0.13425	-0.0632	-0.06224
AIPGENE9796	0.35237	-0.04734	0.02665	-0.03694	-0.0457	0.08733	0.48501	-0.01595
AIPGENE9797	-0.29999	0.17475	0.99114	-0.41854	-0.21133	-0.16096	-0.26511	-0.04341
AIPGENE9798	-0.1653		-0.10207		-0.01782		-0.21276	
AIPGENE9799	0.15704		0.24006		0.06222		0.03929	
AIPGENE9800	-0.13914		0.25823		-0.33025		0.05382	
AIPGENE9801	0.09459		-0.01729		-0.11848		0.00282	
AIPGENE9802	0.25489		-0.01683		0.03059		0.37105	
AIPGENE9803	-0.06301		-0.13101		-0.49353		-0.65672	
AIPGENE9804	0.00892	0.04134	0.02062	0.02499	-0.01305	0.07639	0.05586	0.08571
AIPGENE9805	-0.13147		-0.00444		-0.17286		-0.14793	
AIPGENE9806	-0.42361		0.78246		-0.01134		-0.09906	
AIPGENE9807	-0.39518		0.54265		0.82834		0.04273	
AIPGENE9808	0.41077		0.21345		0.35443		0.44796	
AIPGENE9809			-0.57149		0.01618		-1.30777	
AIPGENE9810	-0.14368	-0.09774	-0.06134	0.02026	-0.14486	0.04606	-0.26091	-0.07566
AIPGENE9811	0.57907		0.12179		0.42519		0.42001	
AIPGENE9812	-0.13702		0.54314		-0.34433		-0.17353	
AIPGENE9813	0.56939		-0.24953		0.44791		0.2802	
AIPGENE9815	0.64085		0.24064		0.24504		0.75614	
AIPGENE9816	-1.38		0.18307		0.3822		0.79693	
AIPGENE9817	0.39461	-0.057	0.36614	-0.04401	0.10911	0.21851	0.13644	-0.0803
AIPGENE9819	-0.33261		0.27722		0.03237		-0.20352	
AIPGENE9820	0.22284	0.0402	-0.01394	-0.00677	-0.02092	0.02627	0.38603	-0.02413
AIPGENE9821	-0.15465		-0.2192		-0.11797		-0.11796	
AIPGENE9823	0.74015		0.21838		0.16244		0.46832	
AIPGENE9824	-0.04091	-0.05306	-0.00408	0.08087	-0.38322		0.08568	0.12804
AIPGENE9825	-0.07499		0.06139		0.07581		-0.33538	
AIPGENE9826	0.66002		0.26438		0.30039		0.45971	
AIPGENE9827	0.10335		-0.09606		0.18068		-0.17114	
AIPGENE9828	-0.03727	-0.00587	-0.02261	-0.10073	-0.26332	0.05206	-0.13082	0.03164
AIPGENE9829	0.08672		0.47385		0.28527		-0.36065	
AIPGENE9830	-0.37552		-0.5587		-0.12391		-0.43451	
AIPGENE9832			0.90199					
AIPGENE9833	-0.03589		-1.19292		0.29506		-0.2842	
AIPGENE9834	0.37878		-0.59501		0.64447		-0.3583	
AIPGENE9835					1.07099			
AIPGENE9836	0.87278						2.66411	
AIPGENE9837	1.58699		-0.06103				0.70551	
AIPGENE9839	-0.54594	0.04866	-0.12898	-0.01174	0.05782		0.02661	0.15845
AIPGENE9840	0.05415	-0.14775	-0.01198	0.05622	0.06114		-0.01701	-0.1202
AIPGENE9841	0.13434		0.06697		0.11134		-0.12241	
AIPGENE9842	-0.30847		-0.13988		-0.36824		-0.25817	
AIPGENE9843	0.00848		0.16029		0.22055		0.34226	
AIPGENE9844	-0.02271		0.00218		0.05433		-0.13955	
AIPGENE9845	0.24389		-0.46961				-0.14045	
AIPGENE9846	0.67379		0.19514		0.41363		0.3368	
AIPGENE9847	0.07434	0.00865	-0.14745	-0.09069	-0.44061		-0.13866	0.08811
AIPGENE9848	0.41684		0.34862		-0.27876		-0.78306	
AIPGENE9849	-0.56268		-0.4248		-0.59961		-0.31978	
AIPGENE9850	0.19856	-0.08832	0.02722	0.04089	0.01684	-0.01459	0.16624	0.10187
AIPGENE9851	-0.19358		-0.498		-0.21999		-0.41443	
AIPGENE9852	-0.09277		-0.02349		0.13667		-0.13677	
AIPGENE9854	-3.00917		-0.0474		-0.73146		-0.38803	
AIPGENE9855	-0.42364		-0.45396		-0.11925		-0.32054	
AIPGENE9856	0.43841		0.17679		0.21157		0.05195	
AIPGENE9859	-0.07783		-0.0482				-0.13214	
AIPGENE9860	-0.17406		-0.38926		-0.42712		-0.41551	
AIPGENE9861	-0.00686		-0.13429		0.11624		-0.06614	
AIPGENE9862	-0.14947		-0.0787				-0.00292	
AIPGENE9863	-0.42159		0.51291		-0.75039		-0.85976	
AIPGENE9864	0.21228		0.30909		-0.03922		0.07915	
AIPGENE9865	-0.12829		0.15425		-0.27463		0.17919	
AIPGENE9866	-0.2232		0.06129		0.11338		-0.18108	
AIPGENE9868	-0.76561		-0.24412		-0.45924		-0.51465	
AIPGENE9870	0.4284		0.19485		-0.34023		0.11981	
AIPGENE9872	0.00576		0.08511		0.28924		-0.04304	
AIPGENE9874	0.09956		-0.14741		0.03239		-0.41332	
AIPGENE9875	-0.1939		-0.17446		0.02883		-0.07234	
AIPGENE9876	-1.43771		0.07101		-1.04278		-0.69528	
AIPGENE9877	-0.23487		1.08993		1.29381		0.44619	
AIPGENE9878	-0.23299		-0.10731		0.00139		-0.08208	
AIPGENE9879	0.17884	0.109	0.24114	-0.02022	0.33762		0.15732	-0.2528
AIPGENE9880	0.31658		-0.12095		0.13652		-0.0403	
AIPGENE9881	-0.14994		-0.33336		-0.42176		-0.35509	
AIPGENE9882	-0.3239		0.29233		0.09444		0.34851	
AIPGENE9883	0.5376	0.04912	0.10535	0.0344	0.25839	-0.04254	0.33197	0.08193
AIPGENE9884	-0.06964		-0.03276		0.03198		0.10493	
AIPGENE9885	1.48943		0.98942		0.92573		0.21148	
AIPGENE9886	0.38666		0.00144		-0.18998		0.18183	
AIPGENE9887	-0.20321		-0.21596		-0.119		-0.12481	
AIPGENE9888	0.36382		0.30327		-0.00941		0.18112	
AIPGENE9889	-0.27784		0.41589				-0.21011	
AIPGENE9890	0.1729		-0.17938		-0.09106		0.42746	
AIPGENE9891	0.15676		-0.23858		-0.27831		0.05243	
AIPGENE9892	-0.06065		0.11575		0.32358		-0.03697	
AIPGENE9894	-0.25268		0.45302		0.03128		0.21757	
AIPGENE9895	0.02978		0.72983		0.13862		0.15662	
AIPGENE9896	0.13135		0.00618		0.05867		-0.33117	
AIPGENE9897	0.29919		0.08394		0.11168		-0.09451	
AIPGENE9898	0.42083				0.27858		-0.22934	
AIPGENE9900	-0.24978		0.41697		0.31542		0.08327	
AIPGENE9901	1.04245		0.03924				-0.00165	
AIPGENE9902	-0.10807		-0.16987		0.00735		-0.0961	
AIPGENE9903	0.48048		0.09838		0.22512		0.63657	
AIPGENE9904	-0.9054	-0.16493	-0.86124	0.07994	-1.14985	0.01202	-1.02268	0.09331
AIPGENE9905	0.36113		-0.27809		0.31454		-0.16537	
AIPGENE9906	0.38197	0.10217	0.16474	-0.15505	-0.05543		0.22551	-0.23129
AIPGENE9907	-0.64485		0.08681		-0.269		-0.19536	
AIPGENE9908	0.47911						-0.14131	
AIPGENE9909	0.15964		-0.21142		-0.14884		-0.06921	
AIPGENE9910	-0.14659		-0.11641		-0.01239		-0.20138	
AIPGENE9911	-0.16062		-0.44708		-0.33928		-0.06085	
AIPGENE9912	0.22384						-0.03352	
AIPGENE9913	0.14286		0.11915		0.0458		0.29607	
AIPGENE9914	-0.41716		-0.31865		-0.61607		-0.72319	
AIPGENE9915	0.32951		0.24828		0.18496		0.68859	
AIPGENE9916	0.46624		0.18497		0.32877		0.56222	
AIPGENE9917	0.30196		0.16894		0.28546		0.23745	
AIPGENE9918	-0.34867		0.18011		-0.09557		-0.45305	
AIPGENE9919	0.05249		-0.23249		-0.21228		-0.01937	
AIPGENE9920	0.13257		-0.36617		0.26681		-0.03521	
AIPGENE9921	0.07304		-0.40933		-0.12282		-0.02872	
AIPGENE9922	-0.63247		0.00031		0.40755		-0.31611	
AIPGENE9923	0.54795		0.31759		0.20837		0.32185	
AIPGENE9924	-0.07632		-0.09623		-0.36967		-0.16034	
AIPGENE9925	0.0826		0.04395		0.03816		0.13414	
AIPGENE9926	-0.69135		-0.5935		-0.74182		-0.25127	
AIPGENE9927	-0.24381		-0.02084		0.08426		0.41603	
AIPGENE9928	-0.44968						-0.54244	
AIPGENE9929	-0.10584		0.04225				1.05525	
AIPGENE9930	-0.49653		0.522		-0.10402		-0.0927	
AIPGENE9931	0.0228		-0.14288		0.02238		-0.03288	
AIPGENE9932	-0.15165		-0.10459		-0.13588		-0.0928	
AIPGENE9933			-0.0125					
AIPGENE9934	0.06522		0.19926		-0.04286		-0.03488	
AIPGENE9935	0.21425		0.10742		0.09644		0.16991	
AIPGENE9936	-0.12078		0.04565		-0.1537		-0.0078	
AIPGENE9937	-1.36524				0.09877		-1.42987	
AIPGENE9938	4.64309	0.5326	5.97033	0.34528	5.64921	0.21163	5.44649	0.41699
AIPGENE9939	0.10858	-0.06169	0.15278	0.10799	0.18322	0.04871	-0.03658	0.14379
AIPGENE9941	0.32144		0.54296		0.38188		-0.14906	
AIPGENE9943	0.48479		0.07393		-0.0022		0.51623	
AIPGENE9945	-0.2056		0.12312		-0.06748		-0.0761	
AIPGENE9946	-0.07075		-0.30484		-0.246		-0.16492	
AIPGENE9947	-0.0005		-0.05801		-0.34632		-0.05235	
AIPGENE9948	-0.4358		0.002		-0.68874		-0.45085	
AIPGENE9949	0.70451		0.26377		-0.19023		0.53332	
AIPGENE9950	0.50312	0.07874	0.93427	0.0493	0.82138	0.26919	0.96555	0.09286
AIPGENE9951	-0.04647		-0.0078		-0.13865		-0.29567	
AIPGENE9952	-0.0684		-0.23254		-0.14831		-0.19112	
AIPGENE9953	-0.26508		0.04967		-0.08102		-0.2145	
AIPGENE9954	-0.30212		-0.32007		-0.42692		-0.10647	
AIPGENE9955	0.09557		0.22102		0.09337		0.05723	
AIPGENE9956	0.92986						0.15554	
AIPGENE9957	-0.72072		0.14954		0.01985		-0.74832	
AIPGENE9958			-0.73372					
AIPGENE9960	0.38427		0.51699		0.58143		0.10229	
AIPGENE9961	0.13029		0.0077		0.24409		0.23255	
AIPGENE9962	0.00252		0.31753		0.2676		0.01182	
AIPGENE9963	-0.06062		0.13252		0.24228		0.07531	
AIPGENE9964	0.0776		0.34558		0.0094		0.10518	
AIPGENE9965	0.1686		-0.02004		0.43713		-0.37883	
AIPGENE9966	-0.46732		-0.28506		-0.37979		-0.33094	
AIPGENE9967	-0.25569		-0.0693		-0.41841		-0.27944	
AIPGENE9968	0.08031		0.10295		0.09218		-0.05171	
AIPGENE9969	-1.79392		0.35674		-0.36182		-0.49219	
AIPGENE9970	-0.32812		-0.13329		-0.12996		-0.28046	
AIPGENE9971	0.02943	0.19675	-0.01327	0.04655	0.00153	-0.06916	0.05608	0.03388
AIPGENE9972	-0.07184		-0.29039				-0.34368	
AIPGENE9973	1.61115		0.02314		0.63431		0.41792	
AIPGENE9974	-0.23788		0.06093		-0.26387		-0.24986	
AIPGENE9975	0.10557		0.08153		0.00945		0.00769	
AIPGENE9976	-0.94981		-0.52612		-0.11242		0.17708	
AIPGENE9977	-0.46098		0.00524		0.13872		-0.17778	
AIPGENE9978	-1.07599				0.69892		-0.59401	
AIPGENE9979	0.53032		0.6253		0.29834		0.3167	
AIPGENE9980	-0.00473		0.2578		-0.26106		-0.16113	
AIPGENE9981	0.05111		-0.04949		-0.13755		-0.07237	
AIPGENE9982	-0.39346		-0.11508		-0.54524		0.04655	
AIPGENE9983	0.04688		0.29094		0.05945		0.39014	
AIPGENE9984					-0.71734			
AIPGENE9985	0.35203		0.20788		0.12561		0.15995	
AIPGENE9986	0.68572		-0.19764		0.0878		0.17955	
AIPGENE9987			-1.39641		-0.15177			
